county,state,max_cases,avg_growth_rate,max_growth_rate,total_population,num_deaths,percent_smokers,percent_vaccinated,income_ratio,population_density_per_sqmi,percent_fair_or_poor_health,percent_unemployed_CHR,violent_crime_rate,chlamydia_rate,teen_birth_rate,total_cases,deaths_per_100k,cases_per_100k
Cochise,Arizona,4194,0.029700158747569334,0.5,128177,1785,14.99584566,33,4.7430025445,20.7925210097417,18.069448591,5.6033270382,333.03112998,363.9,3425.0972395,3272.0378851119935,1392.6055376549616,3272.0378851119935
Cochran,Texas,159,0.019284822807849166,0.6666666666666666,2955,45,17.98533803,21,6.2477446692,3.81250014229479,29.513779769,4.2152466368,202.80547575,280.6,3481.392557,5380.710659898477,1522.8426395939086,5380.710659898477
Cocke,Tennessee,1744,0.026146592402566168,0.5,35256,909,24.068578089,46,5.497716895,81.1380079403214,24.902374802,4.6878157203,607.66593955,309.4,5031.2636324000005,4946.67574313592,2578.284547311096,4946.67574313592
Coconino,Arizona,7897,0.028744126291594205,0.8181818181818182,138064,1508,15.990186028,39,5.0765069906,7.41535790815756,15.884514142,5.4914832064,357.25313629,751.5,1864.8902008,5719.8111020975775,1092.2470738208367,5719.8111020975775
Codington,South Dakota,2827,0.02832196934053822,0.5,27886,272,16.391141121,58,3.9288214702,40.5273035167515,12.101966573,3.0346444387,287.17180365,384.4,2514.0170012999997,10137.703507136197,975.3998422147314,10137.703507136197
Coffee,Georgia,3134,-0.4712623787839768,0.9090909090909091,49213.519841269845,858.244708994709,19.845112870195766,40.642857142857146,4.556743416711905,91.70899389026228,20.366023969084655,3.9675348826937826,353.4822429780556,516.8041005291005,4058.7961839063487,6368.1687676642605,1743.9205969474178,6368.1687676642605
Coffey,Kansas,329,0.0174081575121798,0.875,8433,130,15.480070714,40,4.7409219571,13.4521824634248,15.291790962,4.8138957816,96.494049534,121.6,1755.3191489,3901.3399739120123,1541.5629076248074,3901.3399739120123
Colbert,Alabama,3479,0.029406955345632445,0.5,54377,1044,18.658821061,45,4.7582009157,91.7569957632382,20.914454347,4.61776593,400.00735646,526.6,3298.1766178000003,6397.925593541387,1919.9293819077918,6397.925593541387
Cole,Missouri,6529,0.030453240300157405,0.5,76603,883,18.154475697,58,3.8863527062,195.659095236405,16.929257951,2.5007193492,256.98912838,671.4,2219.8543776,8523.16488910356,1152.69636959388,8523.16488910356
Coleman,Texas,192,0.021125679687980153,0.5,8476,159,15.737412413,25,4.3698481562,6.71661493843832,20.247357914,3.9864864865,211.47480691,213.5,4984.6153846,2265.2194431335533,1875.884851344974,2265.2194431335533
Coles,Illinois,3489,0.029801651946279695,0.6,52802,604,18.788086045,42,5.3533032667,103.882148116678,17.736598203,4.8398429428,277.51205236,650.3,1654.7192354,6607.704253626756,1143.8960645430097,6607.704253626756
Colfax,New Mexico,306,-0.31236076888858794,0.9891304347826086,12716,195,16.948099829,45,5.7196932386,3.3837388094468,23.55919616,4.9452554745,273.50710704,501.1,3877.9956427,2406.4171122994653,1533.5011009751495,2406.4171122994653
Colleton,South Carolina,1516,0.02560072867583483,0.5,37884,871,20.559703354,33,4.0161087752,35.8583315772254,21.720487214,4.0059701493,807.93047546,688.6,4473.8815296,4001.689367543026,2299.1236405870554,4001.689367543026
Collier,Florida,18548,0.02993025723484671,0.46153846153846156,348236,3326,14.441909851,50,4.5551480307,174.225192251746,17.720359431,3.437251552,261.45589652,289.9,2034.3153779000002,5326.272987284486,955.0994153390229,5326.272987284486
Collin,Texas,28105,0.03384222009038781,0.6666666666666666,886633,6260,11.502614335,55,3.991475029,1053.84073385693,12.532515096,3.3108173787,156.70945363,502,1112.5943698,3169.857201344863,706.0418459497898,3169.857201344863
Colonial Heights city,Virginia,447,0.018069423425580208,0.4,17554,307,16.608089783,49,4.5084738416,2333.79033954597,17.073839303,3.291946691,289.97747748,706.7,3051.391863,2546.428164520907,1748.88914207588,2546.428164520907
Colorado,Texas,692,0.019599828203944993,0.5,20792,307,13.387590158,31,4.1638614491,21.6516975870482,18.711823852,3.326446281,220.73466254,390.9,3443.7663469999998,3328.2031550596384,1476.5294343978453,3328.2031550596384
Columbia,Washington,6935,-15.86567359426577,0.992831541218638,58842.86078998073,780.2586705202312,16.789026011413295,42.0602119460501,4.523899387227264,123.8555610691251,17.1070565024027,4.179589904839933,195.72994505004624,402.91517341040463,1896.761194093449,11785.626849027763,1326.0039706517587,11785.626849027763
Columbiana,Ohio,4233,0.029271760065842322,0.5,105230,1743,20.965683909,50,4.1240438669,197.826092798528,17.482615198,5.1734024253,57.532002176,208.6,3090.8109699,4022.617124394184,1656.3717571034877,4022.617124394184
Columbus,North Carolina,2833,0.02780151680962073,0.5833333333333334,57015,1143,19.205305092,46,5.2379149483,60.8154914702854,21.97416485,4.9914943146,388.2797052,554.2,4060.1747007,4968.867841796018,2004.735595895817,4968.867841796018
Colusa,California,789,0.022925888599620272,0.5142857142857142,21361,228,12.217255923,43,4.2178708174,18.5630333026523,19.415265469,12.927340687,200.95805585,224.7,2963.2480277,3693.647301156313,1067.3657600299612,3693.647301156313
Comal,Texas,4928,0.02670466087461813,0.4,124234,1563,12.558235487,44,4.1830350605,222.04033384264,15.188534793,3.2139394285,274.37265223000003,391.5,2382.5444308,3966.7079865415267,1258.1096962184265,3966.7079865415267
Comanche,Oklahoma,5171,-7.160281056005884,0.9868995633187773,69708.30677290837,944.6653386454184,17.058715061780877,33.601593625498005,4.451783979734262,66.0665145149693,20.82822109299203,3.7755155800131472,468.6634918139841,632.2426294820717,4442.020885478088,7418.054231105885,1355.1689638982248,7418.054231105885
Concordia,Louisiana,1063,0.020086513763178954,0.4444444444444444,20288,420,24.568156751,39,5.2595576388,29.1084131502523,26.032152109,7.0299022427,734.50954118,563.8,5793.991416299999,5239.55047318612,2070.1892744479496,5239.55047318612
Conecuh,Alabama,732,0.02341376805579501,0.5,12697,262,21.107512965,44,4.4522035786,14.9348977763205,28.608747789,5.2291944815,387.40920097,665.7,3785.2452684,5765.141371977633,2063.4795621012836,5765.141371977633
Conejos,Colorado,203,0.022496264663303782,0.5,8213,123,15.554174957,32,4.9662943891,6.37938769024183,22.693590583,4.387254902,44.952478808,244.4,2690.378477,2471.691221234628,1497.625715329356,2471.691221234628
Contra Costa,California,25768,0.03107169730579271,0.75,1107925,9400,9.9405871282,45,4.7350666701,1532.91656449364,12.300484401,3.1514249783,336.02779077,499.5,1139.8001413,2325.789200532527,848.4328812870907,2325.789200532527
Converse,Wyoming,660,0.02209649781837871,0.6666666666666666,14223,185,15.381535631,36,3.8804909984,3.34275712014412,14.342613117,3.6801694467,364.7158609,267.9,3550.0995355,4640.371229698376,1300.7101174154539,4640.371229698376
Conway,Arkansas,755,0.023804143037656236,0.5,21060,405,19.000933819,27,4.6755352555,38.1344534855172,22.154074123,4.3669187607,210.99547189,377.7,4524.2537313,3584.9952516619182,1923.076923076923,3584.9952516619182
Cook,Illinois,322122,-379.1270985008228,0.999875668282979,2926129.770318022,32326.07773851593,16.48608335943816,42.791519434628974,5.411639700830742,3121.718904193216,18.92425623070318,3.92259628285159,479.3516545342404,717.7985865724381,3418.399621834629,11008.465969880435,1104.738349830692,11008.465969880435
Cooke,Texas,1172,0.0262654301786703,0.5,38878,597,14.555913397,41,4.0952345606,44.4411236437369,16.168022976,3.0810134501,342.86604847,318.3,4329.725229000001,3014.5583620556613,1535.572817531766,3014.5583620556613
Cooper,Missouri,1227,0.02556613856388518,0.5,17613,252,19.34786561,44,3.9999118049,31.1863599839049,18.103825753,3.0980603448,99.122061739,283.4,2068.3949255000002,6966.445239311872,1430.761369443025,6966.445239311872
Coos,New Hampshire,487,-1.908346811408775,0.9333333333333333,47327.574380165286,876.5785123966941,16.615426398045454,38.37603305785124,4.461528922942149,28.51876032036655,15.581251185268595,4.288185076669008,164.4296618570661,248.00330578512396,2418.279412896281,1028.9984356436803,1852.1517822896562,1028.9984356436803
Coosa,Alabama,385,0.019161044970596293,0.3888888888888889,10864,217,20.399965623,39,4.4343642229,16.690066897741,24.919103283,4.1819012797,254.8321954,483.5,3975.5351681999996,3543.814432989691,1997.4226804123712,3543.814432989691
Corson,South Dakota,409,0.022822060415184427,0.5,4170,106,32.135084754,8,6.4514173497,1.68846886176507,27.241436766,4.1334300218,11.803588291,1451.3,6008.583691,9808.153477218226,2541.9664268585134,9808.153477218226
Cortland,New York,1140,0.024823605593905902,0.5,48713,597,15.302328439,53,4.1972406956,97.6657389362356,13.406372374,5.0813451389,89.542293116,357.8,1292.3220864,2340.237718884076,1225.5455422577136,2340.237718884076
Coryell,Texas,2618,0.02592434716592913,0.5454545454545454,75710,750,16.216101313,35,3.6727791853,71.9536681094153,18.427497168,4.1390049996,229.36081282,527.3,3219.2061109999995,3457.9315810328885,990.6221106855105,3457.9315810328885
Coshocton,Ohio,1040,0.022345092158788778,0.3333333333333333,36665,559,21.983924544,43,4.1195635702,65.0187912554429,19.15616945,6.1561978877,106.51954224,295.5,3011.1768573,2836.492567843993,1524.6147552161462,2836.492567843993
Cotton,Oklahoma,279,0.019011408686693418,0.75,6062,126,18.019570715,44,4.6944540642,9.58185839147968,19.316589881,3.1295487627,24.830326105,309.1,4822.1343873999995,4602.441438469152,2078.5219399538105,4602.441438469152
Cottonwood,Minnesota,967,0.02440822491186466,0.5,11557,113,14.436397535,37,3.855576018,18.0594079061074,13.886477283,3.553038105,116.78200692,256.8,2555.3662692,8367.22332785325,977.7623950852297,8367.22332785325
Covington,Alabama,2348,0.025888709503387623,0.5,37729,780,19.249451541,39,4.9163307041,36.6138932625081,22.668806251,4.5783441122,331.12142449,512.2,4686.6558617,6223.329534310477,2067.3752286039917,6223.329534310477
Covington city,Virginia,179,0.021616960292780606,0.5,5650,170,18.206430874,49,3.9982195846,1033.19357541513,18.292814651,4.6230737193,246.56569215,343.5,1582.867784,3168.141592920354,3008.849557522124,3168.141592920354
Coweta,Georgia,5750,0.027443947492768267,0.5,135625,1658,15.778011612,44,4.1033805031,307.597305041074,15.399626882,3.4256173049,231.98486834,327,2144.2257976,4239.6313364055295,1222.4884792626729,4239.6313364055295
Cowley,Kansas,1783,0.024328225151765418,0.5,35977,584,16.477249677,41,4.4008190548,31.9585056250666,18.607261768,3.4299372572,334.57727448,418.5,3252.7472527,4955.944075381493,1623.2593045556885,4955.944075381493
Cowlitz,Washington,1536,0.023195854822195893,0.5714285714285714,102854,1683,17.82366819,45,4.4993745533,90.18828302647,18.568090973,5.9425560177,259.38136333,453.7,2800.8811761,1493.3789643572443,1636.2999980554962,1493.3789643572443
Craig,Oklahoma,1000,0.02387684566697626,0.5,14683,300,21.198012755,48,3.8948326055,19.2853940315222,22.099402871,3.45053148,126.34023083,432.7,4126.132170399999,6810.597289382279,2043.1791868146836,6810.597289382279
Craighead,Arkansas,7613,0.03049275886582703,0.75,102884,1390,20.762920838,49,4.7907145448,145.464373379486,22.717330723,3.0635624538,431.20608197,708.6,3430.0894636000003,7399.595661132927,1351.036118346876,7399.595661132927
Crane,Texas,257,0.016471048642604437,0.6818181818181818,4823,55,13.096422992,18,3.5406814137,6.14341055446978,20.186260486,3.8418708241,108.97562909,274.3,5173.807599,5328.633630520423,1140.3690648973668,5328.633630520423
Craven,North Carolina,3347,0.027961428701602373,0.5,104190,1623,15.658887703,57,4.1997812295,147.432548142355,17.038629017,4.1995761896,249.10825062,793.5,3646.303541,3212.4004223054035,1557.731068240714,3212.4004223054035
Crawford,Arkansas,3267,-2.0088178875070035,0.9575113808801214,31582.077673410397,494.4974710982658,18.940863514063224,40.546965317919074,4.458478131760875,53.99430088072757,17.87396944592594,4.409192248740173,201.82343435638728,279.56763005780346,2884.4804331288296,10344.474590253303,1565.7534510929072,10344.474590253303
Creek,Oklahoma,2856,0.023238652073031874,0.5,70931,1318,18.662035864,50,4.5659052657,74.6524572632792,18.972906726,3.8073554059,215.14203621,432.3,3709.5551062,4026.448238428896,1858.1438299192173,4026.448238428896
Crenshaw,Alabama,738,0.023818710722675746,0.5,13896,290,18.646929565,36,5.4902610309,22.8237481117917,22.146936238,4.0806605272,331.90736097,793,3758.6206896999997,5310.880829015544,2086.931491076569,5310.880829015544
Crisp,Georgia,972,0.02034017378772879,0.5,23061,415,21.317085266,39,5.7467248908,84.5998850645132,25.674578939,4.8515799553,288.19692734,699.3,5248.5089463,4214.908286717835,1799.57504011101,4214.908286717835
Crittenden,Arkansas,3462,-18.76283595307886,0.9892761394101877,29916.314960629927,561.738188976378,22.638693805007872,35.110236220472444,4.699089588085039,54.12079898528993,23.929459704950787,4.727062184655118,694.3232420961514,702.8011811023622,4992.0565260527565,11572.280892737008,1877.6984722738384,11572.280892737008
Crockett,Tennessee,1193,-0.9041991150745565,0.9375,9818.56521739131,183.42753623188412,18.485081878181163,34.15942028985508,4.64095350655797,31.194913127660413,23.288452622333335,3.4709796329782603,283.66556159275365,355.3681159420291,4995.421404694927,12150.451451775025,1868.1704726774624,12150.451451775025
Crook,Oregon,317,-0.5589332901823834,0.803921568627451,14337.673469387755,220.02448979591836,15.513013183171427,39.50612244897959,3.7902656551069387,4.866160819930396,14.301586504036734,4.605761846719184,233.2548116742857,269.2914285714286,2770.3702358636733,2210.9584283449053,1534.5899058566984,2210.9584283449053
Crosby,Texas,182,0.018466938177166336,0.5,5987,104,15.568249799,39,4.4113596233,6.65075802065461,25.491516215,4.5206547155,83.073727934,322.1,5341.4469236,3039.9198262902955,1737.0970435944546,3039.9198262902955
Cross,Arkansas,927,0.024353140557443108,0.5,17329,362,20.48800941,40,4.5237471168,28.1141351984755,23.667438515,4.1661067061,664.31748599,486.3,4806.4085447,5349.4142766460845,2088.9837844076405,5349.4142766460845
Crow Wing,Minnesota,3895,0.030517231916303074,0.5,63321,780,17.404665163,49,4.2548456867,63.4239686274839,12.269786509,3.9215686275,200.04252873,268.5,2260.2168474,6151.197864847365,1231.8188278770076,6151.197864847365
Cullman,Alabama,4906,0.02969850927899624,0.5,81316,1501,17.901071221,41,4.4355847084,110.649445931361,21.786493693,3.2804652392,129.39228552,233.2,4172.8234529,6033.252988341777,1845.8851886467608,6033.252988341777
Culpeper,Virginia,2294,0.025395152144259466,0.4,48952,654,16.058022577,50,3.9949421085,129.078663225778,14.784069302,2.8455620812,159.13721277,407.6,2136.870222,4686.223239091355,1336.002614806341,4686.223239091355
Cumberland,Maine,9916,-1.5802848926523931,0.9967405475880052,139271.86203569712,1783.2682103232032,17.41949411140328,42.239266763145196,4.576308301952532,225.842246574282,17.755334537181135,4.213507423026966,238.702245202986,456.6437530149542,2678.0939766906995,7119.887574604557,1280.4224660011578,7119.887574604557
Cuming,Nebraska,629,0.023702202184377894,0.5,9055,81,13.068475377,26,3.6785039107,15.8687451406334,12.463198004,2.4612773181,22.12511754,110.6,1332.0177601999999,6946.438431805632,894.533406957482,6946.438431805632
Currituck,North Carolina,382,0.019806207699693063,0.6,24864,360,15.372268443,47,3.7321101528,94.9233327557746,13.642424512,3.6088901929,171.1885662,227.9,1518.7997777,1536.3577863577864,1447.8764478764479,1536.3577863577864
Curry,New Mexico,3359,-9.389458144910307,0.9741219963031423,36821.0741482966,543.6573146292585,17.083750306547095,37.078156312625254,4.541791667611222,25.137632977077416,19.110031521178357,5.070363816961923,261.6158975309418,465.00941883767536,4237.432893108216,9122.493239799722,1476.484125475761,9122.493239799722
Custer,Oklahoma,2198,-1.2079391835908748,0.9743589743589743,16107.601851851867,222.78587962962968,15.68440245836227,44.31018518518519,4.318217830741667,11.91321508255216,14.752031736888886,2.8128600890008104,138.33120520132871,348.8915509259261,2998.27559786331,13645.73088046188,1383.1101716983171,13645.73088046188
Cuyahoga,Ohio,44501,0.03125676575642266,0.7272727272727273,1258710,18712,20.03452224,49,5.6341701989,2753.3829890986,18.480357175,5.2350804291,645.9945915,884.6,2590.4846107000003,3535.4450191068636,1486.6013617115937,3535.4450191068636
Dade,Georgia,577,-5.460996413380222,0.987012987012987,12770.851063829785,217.19621749408978,17.896327251692675,42,4.397134392570449,61.89699148712802,18.21072955352482,3.2522961937508272,321.183355261182,191.78817966903068,2432.6836900527187,4518.101394465456,1700.7184283061863,4518.101394465456
Dakota,Minnesota,23961,-0.9904407923372589,0.9805825242718447,228041.43564356441,1768.1762376237623,15.241374531849504,48.77623762376238,3.8999575784342575,424.938824294064,14.889437052901782,2.9720876406235646,184.73155770728715,440.5897029702971,2266.8658640922777,10507.300979043019,775.374980706346,10507.300979043019
Dale,Alabama,2473,0.02854841329681356,0.5,49607,859,20.057394929,41,5.0630993588,88.4061746916208,23.433107031,4.2047713718,436.72141878,747.6,3292.6593066,4985.183542645191,1731.6104582014634,4985.183542645191
Dallam,Texas,435,0.021196145059614795,0.5,7052,82,15.784335086,27,3.4189292676,4.69154000004128,21.242602359,2.036809816,640.53470723,333,7051.2820513,6168.462847419172,1162.7906976744187,6168.462847419172
Dallas,Texas,144645,-36.455203603272984,0.999786893979755,560052.1439749612,5929.873239436623,18.309568873795772,40.49921752738654,4.522919514104773,652.1839805619893,20.31783710631377,4.03929119599734,501.44896292539124,581.1165884194053,3010.0326741859158,25827.059418679197,1058.8073455713322,25827.059418679197
Dane,Wisconsin,29493,0.03039941530378712,0.5,516818,4107,12.442923628,65,4.2516766678,431.966304888252,11.990547123,2.2265267991,226.96119188,489,953.77047814,5706.651084134067,794.6704642640155,5706.651084134067
Danville city,Virginia,1684,0.02608438157552477,0.5,42360,948,20.799102398,50,5.1089903181,987.178783786891,21.940664145,5.0513305072,622.76949257,1004.1,4047.5618544,3975.448536355052,2237.9603399433427,3975.448536355052
Dare,North Carolina,695,0.023024564927030464,0.6666666666666666,35187,568,15.757820204,48,3.7077609651,91.8206228854362,14.155566273,5.1130925394,246.60566913,299.2,1777.7039375000002,1975.161281154972,1614.2325290590275,1975.161281154972
Darke,Ohio,2859,0.02529080603504797,0.75,52185,771,18.42348452,40,3.5780201017,87.248571527151,16.364540924,3.9164794298,114.27405367,192.1,2568.9655172,5478.5858005173905,1477.4360448404714,5478.5858005173905
Darlington,South Carolina,3135,0.027838267165860686,0.5714285714285714,67689,1452,18.676525002,37,5.2599003409,120.625641625887,23.455379449,4.078308848,675.85593597,884.6,3683.0999425,4631.4763107742765,2145.10481762177,4631.4763107742765
Dauphin,Pennsylvania,8618,0.029932530314998648,0.75,271962,3538,18.523623861,50,4.1595599393,517.966109482925,17.386853318,3.9770213423,402.82863765,667,2695.7683742,3168.825056441709,1300.9170398805716,3168.825056441709
Davidson,Tennessee,49027,-6.272505662154263,0.9940119760479041,421653.75939849624,5770.187969924811,17.98524267431579,50.46616541353384,4.333773820125564,822.6830343740928,17.081327580789473,3.1307074253015035,653.1660285142857,533.6323308270677,2857.1556761458646,11627.31243519297,1368.4659133968555,11627.31243519297
Davie,North Carolina,1339,0.024885442847837533,0.5,41568,625,15.073575689,57,4.1181729835,157.636524205147,14.894970836,3.4189704015,148.27159435,320.3,2203.765227,3221.227867590454,1503.5604311008467,3221.227867590454
Daviess,Kentucky,3948,-12.277850220368467,0.9655172413793104,48239.99188092017,721.104194857916,19.19358296673613,40.8998646820027,4.23813121772341,105.7593915521139,19.22451694929905,3.2423854354259816,162.09038459550746,328.16265223274695,3123.431828057646,8184.08097941971,1494.8265261693098,8184.08097941971
Davis,Utah,17846,-19.185823566341185,0.9966666666666667,186548.51821862347,1296.8380566801616,12.301489560973279,48.10931174089069,3.477124309294737,618.6039146705784,12.27517629037652,2.8111181909987852,107.86210038882591,271.9623481781377,1347.7004995518218,9566.412089687883,695.174675770057,9566.412089687883
Davison,South Dakota,2468,0.025068515665008527,0.3333333333333333,19824,231,15.107842549,61,4.0660548942,45.5199893507974,12.004603249,2.6373226628,414.54161747,502.4,2464.9479873,12449.55609362389,1165.2542372881355,12449.55609362389
Dawes,Nebraska,472,0.0209286006545387,0.5,9082,96,14.954954992,40,3.689955571,6.50357398018025,13.224712705,2.6785714286,143.65434554,517.4,751.01097631,5197.093151288263,1057.0358951772737,5197.093151288263
Dawson,Georgia,2106,-4.353097261484426,0.9988235294117647,18210.786552828184,235.36286019210235,14.815519402791889,34.935965848452504,4.311205333890288,41.368433946413035,17.77674853647919,3.324573664896051,232.23883021475984,282.97673425827105,4098.998782317077,11564.574621149093,1292.4365430857783,11564.574621149093
De Soto,Louisiana,1366,0.022308354389082127,0.6,27047,462,22.027191121,35,6.671915298,30.8613165476594,23.00137157,5.7466989027,448.14104456,757.1,3838.4177003,5050.467704366473,1708.1376862498614,5050.467704366473
De Witt,Illinois,665,0.02113032982956721,0.5,16322,231,15.47872977,43,3.777802222,41.0567348555013,13.917358386,5.0778158797,188.23201339,213.3,2708.4601339,4074.2556059306457,1415.2677367969611,4074.2556059306457
Deaf Smith,Texas,2114,0.026633073760408667,0.5,19039,217,14.667277633,35,3.8539209436,12.7196225202079,25.437416955,2.8085909842,310.11826544,398.2,7883.4115806,11103.524344766007,1139.7657439991597,11103.524344766007
Decatur,Georgia,1645,-4.15907881456531,0.9760765550239234,19689.229838709674,390.20564516129036,20.869679339268146,40.83064516129032,5.753060287606854,40.48260603505429,21.508078122987904,4.718598937980645,473.8861495627015,726.3816532258065,4344.248917313307,8354.821460643807,1981.822795293563,8354.821460643807
Deer Lodge,Montana,757,0.022253993906308524,0.6666666666666666,9176,174,18.76629567,45,4.6400185378,12.4558576494023,17.688345802,3.5582344935,389.84243868,230.6,1981.5059445,8249.782040104621,1896.2510897994769,8249.782040104621
Defiance,Ohio,1709,0.02414147301138655,0.6,38488,520,17.536359122,49,3.422679688,93.542451397737,15.867334277,4.4190665343,124.39171086,411.5,2463.2768362,4440.345042610684,1351.0704635210975,4440.345042610684
DeKalb,Georgia,29064,-3.346607999124092,0.9927007299270073,168594.00453661705,1888.9481529488016,19.218017382941024,46.01101749837978,4.57698851574906,552.5121347981635,19.129827376614386,3.781671678948347,302.2190293493843,399.6492546986389,2899.9161992654567,17239.04718906393,1120.4124121380244,17239.04718906393
Del Norte,California,411,0.021289085194729267,0.5,27628,511,15.132244804,36,5.0737902988,27.4572023087311,17.683363319,5.5114948298,609.10920066,364,4246.9524184,1487.6212538004922,1849.5728970609528,1487.6212538004922
Delaware,Pennsylvania,21560,-3.9496484302629313,0.9935897435897436,167307.17820512832,2026.521153846153,17.208006061965385,49.54358974358975,4.384500365904039,677.4686472616241,16.525592920908974,3.723140450558974,213.54151101421664,364.6491666666667,1733.5049083316283,12886.476379134305,1211.2577449375904,12886.476379134305
Delta,Colorado,2613,-5.163826862499817,0.9861111111111112,24281.850066934407,378.9598393574297,16.042394291807227,40.64524765729585,4.552645110317671,26.084153655513493,16.4635219808581,4.23009591061245,97.75290189988354,294.65354752342705,3123.0484151087016,10761.12401978064,1560.6711939691731,10761.12401978064
Dent,Missouri,547,0.02740269118278687,0.5,15578,279,22.088572976,27,4.8682787713,20.6945073904598,21.95301244,3.3069849976,92.654717403,148.6,4006.4102564000004,3511.3621774297085,1790.987289767621,3511.3621774297085
Denton,Texas,25645,0.032340347228917564,0.8,754650,5705,13.069650279,52,4.0859346501,858.988812632306,14.428852499,3.1746130416,170.03344034,305.3,1464.2223167999998,3398.2640959385144,755.9795931888955,3398.2640959385144
Denver,Colorado,38825,0.03288998056287414,0.47058823529411764,663303,6723,14.664503351,48,5.0739968931,4325.86454896734,15.084856657,3.1844618802,631.46154365,983.2,3051.801703,5853.282738054856,1013.5639368433431,5853.282738054856
Des Moines,Iowa,3063,0.026294826486331482,0.6666666666666666,40114,545,18.690601423,58,4.1955888286,96.4028970381812,15.077355207,3.2596401028,517.56236813,621.6,3377.3678963,7635.738146283094,1358.6279104552027,7635.738146283094
Deschutes,Oregon,2685,0.026372883588994724,0.6666666666666666,170813,1753,13.575481588,52,4.0267430419,56.6054658916379,12.975753235000001,4.2152945988,168.56831604,360.1,1455.5867088,1571.8944108469495,1026.2684924449545,1571.8944108469495
Desha,Arkansas,629,0.021953804588479908,0.5,12234,267,24.25184846,38,5.1226720025,15.9266801248257,31.97991039,4.5379386368,730.14190661,799,4892.8571429,5141.409187510218,2182.4423737126044,5141.409187510218
DeSoto,Mississippi,10863,-1.4037797310477331,0.9655172413793104,103534.13846153846,1434.8461538461538,18.2914937968,46.05384615384615,3.8261230278973075,208.14427088361367,21.781091733565383,3.8005684819088463,300.0025721160769,400.9573076923077,3481.1601731561536,10492.191427309224,1385.867671443637,10492.191427309224
Dewey,Oklahoma,1086,-1.0121602360047501,0.9245283018867925,5201.103773584906,93.73113207547169,23.573908949099053,38.5566037735849,4.91861055503066,3.8301350778908416,21.789857212396225,4.8712368900537735,23.14965390317926,1133.507547169811,5064.845039778774,20880.183270241985,1802.1392411262484,20880.183270241985
DeWitt,Texas,1257,0.024231268932617348,0.5,20660,340,15.261431491,29,5.5021714172,22.7288734150139,21.848624732,3.1479967294,537.75057016,459.8,4725.5722373,6084.220716360116,1645.6921587608906,6084.220716360116
Dickenson,Virginia,315,0.02956600495100732,0.6666666666666666,15304,335,20.793021948,39,5.7000160462,46.2992852877407,21.287965281,5.2057842047,194.84164988,223.2,3761.7554859,2058.2854155776267,2188.97020386827,2058.2854155776267
Dickinson,Iowa,1463,-2.9473995383488,0.972972972972973,18171.881147540982,209.11475409836066,16.56160888093238,45.627049180327866,4.402930520715369,34.23904879441903,14.128425497682377,3.3252976173514344,141.6036040002049,249.5553278688525,1848.0897273202868,8050.900113871662,1150.760080370975,8050.900113871662
Dickson,Tennessee,3078,0.026682766647746815,0.3333333333333333,50926,959,21.30032911,50,4.2525992542,103.952764833387,19.145919265,3.0201470084,497.12371446,293.3,3370.6807269,6044.063935907002,1883.124533637042,6044.063935907002
Dillon,South Carolina,1584,0.0240057407409651,0.6666666666666666,31273,663,21.872837224,42,6.0245814978,77.248361009425,24.224177116,4.7709022201,913.61592807,1014.2,5078.070052,5065.0721069293,2120.039650816999,5065.0721069293
Dimmit,Texas,388,0.02098150224181524,0.6666666666666666,10842,137,17.068464543,33,6.2429143678,8.15872521312151,34.340910676,3.0213110332,84.992171774,806.3,5280.6376619,3578.675521121564,1263.6045010145729,3578.675521121564
Dinwiddie,Virginia,691,0.0241926440417488,0.5,28155,404,17.540486037,49,4.3092701007,55.8942731430232,17.046353424,3.5115070527,250.1754828,563.7,1593.3232170000001,2454.270999822412,1434.913869650151,2454.270999822412
District of Columbia,District of Columbia,22480,0.030888121796150792,0.75,659009,8387,15.965592149,38,7.2184594421,10777.7997770277,13.033793656,5.5534959591,1226.4348766,1312.3,2711.5912358,3411.182548341525,1272.6685068033971,3411.182548341525
Dixie,Florida,979,0.0255931165392456,0.5,16084,386,24.651650474,30,4.4493225971,22.8108126572659,24.45111594,4.226571973,499.22816698,521.8,4179.5665635,6086.794329768714,2399.9005222581445,6086.794329768714
Doddridge,West Virginia,130,0.03221490824466928,0.5,8363,126,20.824101008,37,4.3214975277,26.1572884964256,19.199608278,3.9818548387,270.83589807,140.2,3744.7988904,1554.4661006815736,1506.636374506756,1554.4661006815736
Dodge,Minnesota,9205,-0.7481016488343664,0.9076682316118936,41618.12573099415,524.2222222222222,16.47705348546686,52.258284600389864,4.0470571644591615,64.75314178250954,14.185129079365497,3.3753864974004872,190.3249624375809,441.97358674463936,2442.9805147997076,22117.76681030301,1259.6007461042861,22117.76681030301
Doña Ana,New Mexico,14506,0.033200414659818225,0.6,213825,2187,16.428989415,40,5.3646490902,56.1491162701353,25.121962458,5.6526366915,282.71952821,724.1,3743.9994685,6784.052379282123,1022.7990178884602,6784.052379282123
Doniphan,Kansas,547,0.02145086361513062,0.6666666666666666,7793,101,15.727384361,39,4.4892493761,19.8090982226677,14.279410105,3.5398230088,109.28961749,323.5,1470.5882353,7019.119722828179,1296.034903118183,7019.119722828179
